"1-Stage:stage_duration","1-Stage:stage_update_count","2-Stage:stage_duration","2-Stage:stage_update_count","3-Stage:stage_duration","3-Stage:stage_update_count","4-Stage:stage_duration","4-Stage:stage_update_count","5-Stage:stage_duration","5-Stage:stage_update_count","Amount","Amount_count","CloseDate","CloseDate_count","Competition","Competition_count","ForecastCategoryName","ForecastCategoryName_count","Incremental_from_Partner","Incremental_from_Partner_count","Lead_Conversion_Notes","Lead_Conversion_Notes_count","Meeting_Completed_Date","Meeting_Completed_Date_count","Owner","Owner_count","Region","Region_count","Scheduled_Meeting_Date","Scheduled_Meeting_Date_count","Solution_Category","Solution_Category_count","Who_Won_the_Deal","Who_Won_the_Deal_count","Why_Closed_Lost","Why_Closed_Lost_count","created","created_count","opportunityCreatedFromLead","opportunityCreatedFromLead_count","outcome"
"142.0","21.0","0.0","0.0","0.0","0.0","3.0","4.0","52.0","16.0","25000.0","7.0","2014-03-27","28.0","No","0.0","Closed","21.0","No","0.0","null","7.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","null","7.0","No","0.0","2"
"20.0","4.0","0.0","0.0","101.0","6.0","26.0","3.0","0.0","0.0","20352.0","1.0","2014-02-27","7.0","No","0.0","Closed","5.0","No","0.0","null","1.0","No","0.0","00540000002LwOcAAK","2.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","2"
"0.0","3.0","0.0","0.0","14.0","3.0","0.0","0.0","0.0","0.0","4575.0","1.0","2014-04-30","6.0","No","0.0","Commit","4.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","null","1.0","No","0.0","2"
"5.0","2.0","0.0","0.0","78.0","2.0","0.0","0.0","0.0","0.0","5965.0","1.0","2014-05-23","2.0","No","0.0","Best Case","3.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","null","1.0","No","0.0","4"
"190.0","20.0","0.0","0.0","0.0","0.0","44.0","7.0","0.0","0.0","0.0","0.0","2014-03-28","18.0","No","0.0","Closed","4.0","Yes","2.0","No","0.0","No","0.0","George Palermo","4.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","null","2.0","No","0.0","2"
"79.0","24.0","0.0","0.0","0.0","0.0","0.0","0.0","18.0","4.0","6000.0","6.0","2013-11-19","24.0","No","0.0","Closed","12.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","null","6.0","No","0.0","2"
"9.0","10.0","0.0","0.0","109.0","17.0","14.0","3.0","0.0","0.0","13000.0","10.0","2013-11-15","15.0","No","0.0","Omitted","5.0","No","0.0","No","0.0","No","0.0","00540000002LwOcAAK","10.0","No","0.0","No","0.0","No","0.0","Cisco/Meraki","5.0","Customer Internal Politics","5.0","null","5.0","No","0.0","3"
"56.0","1.0","0.0","0.0","0.0","0.0","55.0","5.0","0.0","0.0","0.0","0.0","2015-05-31","1.0","No","0.0","Omitted","2.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","Cisco/Meraki","1.0","Price","1.0","null","1.0","No","0.0","3"
"10.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0","2.0","0.0","0.0","2013-12-27","1.0","No","0.0","Closed","2.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","null","1.0","No","0.0","2"
"0.0","5.0","0.0","0.0","4.0","2.0","0.0","0.0","61.0","3.0","20000.0","2.0","2014-04-04","4.0","No","0.0","Commit","4.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","null","2.0","No","0.0","4"
"182.0","6.0","0.0","0.0","0.0","0.0","0.0","0.0","5.0","4.0","35000.0","2.0","2014-03-31","14.0","No","0.0","Commit","2.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","2"
"4.0","5.0","0.0","0.0","0.0","0.0","1.0","3.0","0.0","0.0","9500.0","3.0","2014-02-19","3.0","No","0.0","Closed","6.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","null","3.0","No","0.0","2"
"7.0","2.0","0.0","0.0","0.0","0.0","74.0","2.0","0.0","0.0","0.0","0.0","2013-09-26","2.0","No","0.0","Closed","4.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","2"
"16.0","35.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","3.0","21923.95","25.0","2013-10-29","5.0","No","0.0","Closed","10.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","null","5.0","No","0.0","2"
"36.0","6.0","0.0","0.0","0.0","0.0","11.0","4.0","0.0","0.0","12500.0","2.0","2013-10-17","2.0","No","0.0","Closed","8.0","No","2.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","null","2.0","No","0.0","2"
"0.0","1.0","0.0","0.0","154.0","9.0","0.0","0.0","0.0","0.0","35000.0","4.0","2014-01-15","4.0","No","0.0","Closed","4.0","No","2.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","2"
"6.0","7.0","100.0","8.0","0.0","0.0","74.0","15.0","72.0","11.0","99000.0","6.0","2014-03-07","27.0","No","0.0","Closed","12.0","No","0.0","No","0.0","No","0.0","00540000001xVPCAA2","6.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","2"
"158.0","20.0","0.0","0.0","0.0","0.0","26.0","1.0","0.0","0.0","94000.0","5.0","2014-03-12","10.0","No","0.0","Omitted","5.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","null","5.0","No","0.0","4"
"8.0","7.0","0.0","0.0","0.0","0.0","0.0","0.0","30.0","1.0","225000.0","6.0","2013-07-31","2.0","No","0.0","Closed","4.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","2"
"109.0","100.0","0.0","0.0","0.0","0.0","10.0","1.0","0.0","0.0","93000.0","20.0","2014-01-30","50.0","null","10.0","Closed","30.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","null","10.0","No","0.0","2"
"0.0","13.0","0.0","0.0","22.0","9.0","13.0","4.0","0.0","0.0","0.0","0.0","2013-10-17","12.0","No","0.0","Closed","12.0","No","0.0","No","0.0","No","0.0","Scott Carver","8.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","null","4.0","No","0.0","2"
"3.0","5.0","0.0","0.0","185.0","8.0","0.0","0.0","0.0","0.0","25000.0","1.0","2014-06-16","4.0","No","0.0","Omitted","2.0","Yes","1.0","No","0.0","No","0.0","Mark Copeland","4.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","null","1.0","No","0.0","4"
"0.0","3.0","0.0","0.0","161.0","1.0","0.0","0.0","0.0","0.0","20000.0","2.0","2014-04-09","2.0","No","0.0","Omitted","4.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","4"
"0.0","1.0","0.0","0.0","0.0","0.0","94.0","8.0","0.0","0.0","300000.0","2.0","2013-11-24","4.0","No","0.0","Closed","2.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","2"
"5.0","3.0","0.0","0.0","0.0","0.0","21.0","3.0","0.0","0.0","0.0","0.0","2013-12-13","4.0","No","0.0","Closed","4.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","null","2.0","No","0.0","2"
"82.0","11.0","0.0","0.0","0.0","0.0","0.0","0.0","48.0","42.0","1000.0","18.0","2013-11-22","12.0","No","0.0","Closed","6.0","No","0.0","null","6.0","No","0.0","00540000001xWuGAAU","18.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","2"
"4.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.0","0.0","0.0","2014-02-03","6.0","No","0.0","Commit","2.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","null","2.0","No","0.0","2"
"0.0","0.0","0.0","0.0","44.0","7.0","0.0","0.0","0.0","0.0","0.0","0.0","2014-03-17","6.0","No","0.0","Closed","6.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","2"
"8.0","30.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","4.0","14800.0","20.0","2014-04-25","130.0","No","0.0","Commit","90.0","No","0.0","No","0.0","No","0.0","005400000016OBUAA2","20.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","null","10.0","No","0.0","2"
"7.0","9.0","0.0","0.0","0.0","0.0","0.0","0.0","9.0","3.0","60000.0","8.0","2014-04-03","4.0","No","0.0","Closed","8.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","null","4.0","No","0.0","2"
"0.0","9.0","0.0","0.0","0.0","0.0","124.0","17.0","24.0","3.0","2301.95","4.0","2014-02-28","12.0","No","0.0","Closed","12.0","No","0.0","null","8.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","null","4.0","No","0.0","2"
"0.0","0.0","0.0","0.0","85.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","2013-12-23","2.0","No","0.0","Omitted","2.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","4"
"13.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","12.0","5.0","20000.0","4.0","2013-12-24","3.0","No","0.0","Closed","2.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","null","1.0","No","0.0","2"
"6.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","12.0","3.0","24000.0","2.0","2014-03-17","2.0","No","0.0","Closed","2.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","null","1.0","No","0.0","2"
"0.0","24.0","0.0","0.0","0.0","0.0","39.0","42.0","0.0","0.0","121504.0","32.0","2013-09-30","24.0","No","0.0","Closed","32.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","2"
"38.0","19.0","0.0","0.0","23.0","4.0","0.0","0.0","0.0","0.0","13140.0","9.0","2014-01-02","18.0","No","0.0","Closed","18.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","null","9.0","No","0.0","2"
"31.0","3.0","0.0","0.0","0.0","0.0","67.0","7.0","0.0","0.0","50000.0","4.0","2014-03-21","3.0","No","0.0","Closed","2.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","null","1.0","No","0.0","2"
"0.0","0.0","0.0","0.0","27.0","3.0","0.0","0.0","0.0","0.0","45000.0","1.0","2013-09-30","1.0","No","0.0","Closed","2.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","2"
"9.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","34.0","4.0","15000.0","2.0","2014-01-15","4.0","null","1.0","Closed","1.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","null","1.0","No","0.0","2"
"243.0","9.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2014-05-15","8.0","No","0.0","Omitted","4.0","No","0.0","No","0.0","No","0.0","00540000001MYFXAA4","4.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","4"
"16.0","5.0","0.0","0.0","63.0","11.0","0.0","0.0","84.0","32.0","230000.0","16.0","2013-12-19","36.0","No","0.0","Closed","12.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","2"
"0.0","16.0","0.0","0.0","0.0","0.0","8.0","43.0","0.0","0.0","99643.5","56.0","2013-08-15","42.0","No","0.0","Closed","28.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","2"
"9.0","3.0","0.0","0.0","0.0","0.0","8.0","3.0","196.0","30.0","25000.0","9.0","2014-04-03","30.0","No","0.0","Closed","9.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","2"
"6.0","5.0","0.0","0.0","93.0","12.0","0.0","0.0","0.0","0.0","0.0","0.0","No","0.0","No","0.0","Omitted","10.0","No","0.0","No","0.0","No","0.0","John Darke","10.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","null","5.0","No","0.0","4"
"40.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","13.0","4.0","20000.0","1.0","2013-10-28","2.0","No","0.0","Closed","2.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","null","1.0","No","0.0","2"
"0.0","0.0","0.0","0.0","0.0","0.0","51.0","146.0","22.0","31.0","70000.0","54.0","2013-12-04","108.0","No","0.0","Closed","36.0","No","0.0","null","9.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","2"
"0.0","0.0","0.0","0.0","0.0","0.0","6.0","5.0","148.0","6.0","15000.0","1.0","2014-03-25","7.0","No","0.0","Closed","3.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","2"
"182.0","10.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.0","9000.0","3.0","2014-01-22","7.0","No","0.0","Closed","3.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","null","1.0","No","0.0","2"
"0.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","138.0","7.0","12344.1","5.0","2014-03-18","2.0","No","0.0","Best Case","1.0","No","1.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","null","1.0","No","0.0","No","0.0","No","0.0","No","0.0","4"
"7.0","7.0","0.0","0.0","54.0","5.0","0.0","0.0","0.0","0.0","12952.3","8.0","2014-01-15","2.0","No","0.0","Closed","4.0","No","0.0","null","2.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","null","2.0","No","0.0","2"
"12.0","5.0","0.0","0.0","0.0","0.0","9.0","3.0","19.0","5.0","53864.1","4.0","2013-09-10","4.0","No","0.0","Closed","2.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","null","1.0","No","0.0","2"
"168.0","10.0","0.0","0.0","0.0","0.0","0.0","0.0","53.0","4.0","99000.0","6.0","2014-04-06","6.0","No","0.0","Closed","4.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","2"
"48.0","5.0","0.0","0.0","0.0","0.0","59.0","5.0","0.0","0.0","10000.0","3.0","2014-01-31","6.0","No","0.0","Closed","6.0","No","3.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","null","3.0","No","0.0","2"
"0.0","1.0","203.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2013-11-15","3.0","No","0.0","Omitted","2.0","No","0.0","No","0.0","No","0.0","00540000002LwOcAAK","2.0","No","0.0","No","0.0","No","0.0","Cisco/Meraki","1.0","Did Not Meet Customer Requirements","1.0","No","0.0","No","0.0","3"
"154.0","10.0","88.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","50000.0","4.0","2014-04-08","2.0","No","0.0","Omitted","4.0","No","2.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","null","2.0","No","0.0","4"
"3.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","33.0","2.0","0.0","0.0","No","0.0","No","0.0","Closed","6.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","null","3.0","No","0.0","2"
"33.0","18.0","0.0","0.0","0.0","0.0","0.0","0.0","14.0","10.0","240000.0","6.0","2013-12-16","21.0","No","0.0","Closed","3.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","null","3.0","No","0.0","2"
"90.0","5.0","0.0","0.0","0.0","0.0","21.0","9.0","0.0","0.0","0.0","0.0","2013-10-28","15.0","No","0.0","Closed","10.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","null","5.0","No","0.0","2"
"98.0","19.0","0.0","0.0","0.0","0.0","0.0","0.0","11.0","5.0","149688.0","6.0","2014-02-28","9.0","No","0.0","Closed","12.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","null","3.0","No","0.0","2"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","27.0","5.0","33369.6","2.0","No","0.0","No","0.0","Closed","4.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","2"
"4.0","5.0","4.0","4.0","0.0","0.0","19.0","4.0","0.0","0.0","52000.0","2.0","2014-03-20","2.0","null","1.0","Closed","2.0","Yes","1.0","No","0.0","No","0.0","Adam Cervas","2.0","No","0.0","No","0.0","null","1.0","No","0.0","No","0.0","null","1.0","No","0.0","2"
"48.0","35.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","9.0","86340.07","14.0","2013-08-30","21.0","No","0.0","Closed","14.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","2"
"7.0","21.0","0.0","0.0","0.0","0.0","158.0","83.0","28.0","33.0","60000.0","20.0","2014-01-24","130.0","null","10.0","Closed","20.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","2"
"0.0","26.0","0.0","0.0","22.0","2.0","174.0","62.0","0.0","0.0","7455.0","12.0","2014-03-31","54.0","null","6.0","Omitted","12.0","No","0.0","null","24.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","null","6.0","No","0.0","4"
"0.0","0.0","0.0","0.0","1.0","8.0","0.0","0.0","188.0","46.0","120240.0","7.0","2014-07-31","35.0","No","0.0","Omitted","21.0","No","0.0","No","0.0","No","0.0","00540000002KIi5AAG","14.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","4"
"129.0","39.0","0.0","0.0","0.0","0.0","0.0","0.0","29.0","14.0","25000.0","6.0","2014-04-25","66.0","No","0.0","Commit","24.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","2"
"68.0","6.0","0.0","0.0","0.0","0.0","69.0","5.0","0.0","0.0","24315.0","6.0","2013-12-24","1.0","No","0.0","Closed","3.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","null","1.0","No","0.0","2"
"19.0","2.0","0.0","0.0","181.0","8.0","0.0","0.0","0.0","0.0","20000.0","2.0","2014-06-27","4.0","No","0.0","Omitted","3.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","null","1.0","No","0.0","4"
"0.0","4.0","6.0","4.0","0.0","0.0","0.0","0.0","0.0","5.0","200000.0","8.0","2013-09-19","8.0","No","0.0","Closed","12.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","null","4.0","No","0.0","No","0.0","null","4.0","No","0.0","2"
"6.0","1.0","0.0","0.0","13.0","4.0","0.0","0.0","0.0","0.0","2500.0","1.0","2013-10-21","2.0","No","0.0","Closed","2.0","No","1.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","null","1.0","No","0.0","2"
"26.0","18.0","0.0","0.0","42.0","8.0","13.0","2.0","0.0","0.0","60000.0","12.0","2013-11-08","8.0","No","0.0","Closed","6.0","No","2.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","null","2.0","No","0.0","2"
"144.0","32.0","0.0","0.0","0.0","0.0","0.0","0.0","34.0","23.0","8310.0","32.0","2014-05-30","36.0","No","0.0","Best Case","8.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","null","4.0","No","0.0","No","0.0","null","4.0","No","0.0","2"
"0.0","8.0","0.0","0.0","0.0","0.0","1.0","1.0","19.0","4.0","164724.0","4.0","2014-02-21","8.0","No","0.0","Closed","8.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","null","4.0","No","0.0","2"
"0.0","0.0","0.0","0.0","0.0","0.0","8.0","14.0","0.0","0.0","221500.0","10.0","No","0.0","No","0.0","Closed","4.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","null","2.0","No","0.0","No","0.0","No","0.0","No","0.0","2"
"0.0","1.0","35.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2013-12-31","2.0","No","0.0","Omitted","4.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","4"
"22.0","21.0","0.0","0.0","0.0","0.0","0.0","0.0","10.0","2.0","2441.88","16.0","2013-09-30","4.0","No","0.0","Closed","8.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","null","4.0","No","0.0","2"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","14.0","5.0","15000.0","2.0","2013-11-15","2.0","No","0.0","Closed","4.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","2"
"13.0","9.0","0.0","0.0","0.0","0.0","0.0","0.0","37.0","12.0","20000.0","3.0","2014-03-21","12.0","No","0.0","Closed","6.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","null","3.0","No","0.0","2"
"14.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","46.0","7.0","0.0","0.0","2013-09-09","8.0","No","0.0","Closed","1.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","2"
"0.0","0.0","0.0","0.0","0.0","0.0","17.0","4.0","0.0","0.0","0.0","0.0","2013-07-16","2.0","No","0.0","Best Case","1.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","4"
"0.0","1.0","0.0","0.0","0.0","0.0","129.0","52.0","0.0","0.0","113376.0","20.0","2013-11-21","50.0","No","0.0","Commit","10.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","2"
"8.0","12.0","0.0","0.0","0.0","0.0","0.0","0.0","89.0","74.0","0.0","0.0","2013-10-29","84.0","No","0.0","Closed","24.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","2"
"0.0","4.0","0.0","0.0","0.0","0.0","20.0","4.0","0.0","0.0","0.0","0.0","2013-10-31","2.0","No","0.0","Omitted","4.0","No","2.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","null","2.0","No","0.0","4"
"0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","91.0","62.0","0.0","0.0","2013-10-30","72.0","No","0.0","Closed","24.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","2"
"0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","14.0","2.0","6060.6","1.0","No","0.0","No","0.0","Closed","2.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","2"
"17.0","19.0","0.0","0.0","38.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","2013-10-08","12.0","No","0.0","Closed","12.0","No","6.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","null","6.0","No","0.0","2"
"121.0","50.0","0.0","0.0","0.0","0.0","0.0","1.0","34.0","32.0","77380.0","30.0","2014-03-04","30.0","No","0.0","Closed","40.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","null","10.0","No","0.0","No","0.0","No","0.0","No","0.0","2"
"0.0","0.0","0.0","0.0","0.0","0.0","65.0","58.0","4.0","3.0","74154.24","36.0","2013-11-28","36.0","No","0.0","Closed","12.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","2"
"0.0","4.0","0.0","0.0","0.0","2.0","72.0","9.0","0.0","0.0","77339.83","8.0","2013-10-21","8.0","No","0.0","Closed","16.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","null","4.0","No","0.0","2"
"13.0","16.0","0.0","0.0","0.0","0.0","188.0","42.0","0.0","0.0","99000.0","10.0","2014-04-21","20.0","No","0.0","Omitted","25.0","No","0.0","No","0.0","No","0.0","John Darke","10.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","4"
"98.0","4.0","17.0","2.0","28.0","5.0","0.0","0.0","0.0","0.0","50000.0","1.0","2014-04-14","2.0","null","1.0","Omitted","2.0","No","1.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","Cisco/Meraki","1.0","Too Late to Project (Competitor won)","1.0","No","0.0","null","1.0","3"
"121.0","28.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","9.0","65000.0","12.0","2014-01-30","24.0","No","0.0","Closed","4.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","null","4.0","No","0.0","No","0.0","null","4.0","No","0.0","2"
"0.0","1.0","0.0","0.0","0.0","0.0","96.0","7.0","0.0","0.0","0.0","0.0","2013-11-11","6.0","No","0.0","Omitted","4.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","No","0.0","4"
