"1-Stage:stage_duration","1-Stage:stage_update_count","2-Stage:stage_duration","2-Stage:stage_update_count","3-Stage:stage_duration","3-Stage:stage_update_count","4-Stage:stage_duration","4-Stage:stage_update_count","5-Stage:stage_duration","5-Stage:stage_update_count","outcome"
"78.0","18.0","0.0","0.0","0.0","0.0","0.0","0.0","21.0","6.0","2"
"68.0","6.0","0.0","0.0","0.0","0.0","69.0","5.0","0.0","0.0","2"
"19.0","45.0","645.0","66.0","0.0","0.0","0.0","0.0","0.0","0.0","4"
"633.0","33.0","0.0","0.0","238.0","14.0","0.0","0.0","132.0","13.0","2"
"0.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"13.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","6.0","4.0","2"
"16.0","6.0","0.0","0.0","83.0","10.0","156.0","27.0","0.0","0.0","2"
"144.0","32.0","0.0","0.0","0.0","0.0","0.0","0.0","34.0","23.0","2"
"0.0","11.0","13.0","3.0","68.0","34.0","155.0","62.0","3.0","2.0","2"
"163.0","21.0","82.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"54.0","19.0","62.0","13.0","0.0","0.0","45.0","4.0","4.0","4.0","2"
"0.0","8.0","0.0","0.0","0.0","0.0","1.0","1.0","19.0","4.0","2"
"11.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","62.0","11.0","2"
"24.0","15.0","0.0","0.0","72.0","5.0","0.0","0.0","0.0","0.0","2"
"56.0","7.0","0.0","0.0","428.0","8.0","0.0","0.0","0.0","0.0","2"
"27.0","12.0","0.0","0.0","0.0","0.0","152.0","38.0","0.0","0.0","2"
"19.0","24.0","25.0","13.0","18.0","10.0","13.0","21.0","45.0","32.0","2"
"8.0","10.0","0.0","0.0","0.0","0.0","0.0","0.0","37.0","1.0","2"
"209.0","22.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0","2.0","2"
"1.0","5.0","35.0","2.0","147.0","10.0","0.0","0.0","0.0","0.0","4"
"2.0","3.0","0.0","0.0","0.0","0.0","0.0","2.0","7.0","2.0","2"
"194.0","7.0","0.0","0.0","0.0","0.0","0.0","0.0","57.0","5.0","2"
"52.0","75.0","0.0","0.0","0.0","0.0","0.0","0.0","31.0","1.0","2"
"17.0","5.0","0.0","0.0","0.0","0.0","10.0","6.0","0.0","0.0","2"
"0.0","4.0","0.0","0.0","129.0","6.0","42.0","3.0","0.0","0.0","3"
"0.0","4.0","0.0","0.0","35.0","4.0","0.0","0.0","0.0","0.0","4"
"22.0","21.0","0.0","0.0","0.0","0.0","0.0","0.0","10.0","2.0","2"
"67.0","16.0","0.0","0.0","183.0","3.0","0.0","0.0","0.0","0.0","4"
"91.0","16.0","45.0","2.0","0.0","1.0","26.0","3.0","0.0","0.0","2"
"109.0","40.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","13.0","2"
"35.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","46.0","7.0","2"
"54.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","468.0","6.0","2"
"0.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"10.0","9.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"0.0","2.0","0.0","0.0","61.0","3.0","46.0","6.0","0.0","0.0","2"
"0.0","13.0","39.0","1.0","90.0","49.0","36.0","49.0","89.0","74.0","2"
"1.0","5.0","0.0","0.0","154.0","43.0","0.0","0.0","0.0","0.0","4"
"14.0","1.0","47.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"0.0","24.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"18.0","11.0","0.0","0.0","0.0","0.0","0.0","0.0","16.0","4.0","2"
"0.0","13.0","0.0","0.0","92.0","2.0","0.0","0.0","0.0","0.0","4"
"0.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"19.0","35.0","177.0","16.0","0.0","4.0","0.0","0.0","0.0","0.0","2"
"13.0","2.0","0.0","0.0","0.0","0.0","5.0","5.0","0.0","0.0","2"
"30.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","91.0","62.0","2"
"69.0","9.0","0.0","0.0","265.0","5.0","0.0","0.0","0.0","0.0","4"
"39.0","5.0","0.0","0.0","21.0","4.0","0.0","0.0","0.0","0.0","2"
"157.0","15.0","56.0","9.0","0.0","5.0","0.0","0.0","64.0","16.0","4"
"20.0","3.0","0.0","0.0","76.0","3.0","0.0","0.0","0.0","0.0","2"
"83.0","24.0","0.0","0.0","0.0","0.0","21.0","26.0","0.0","1.0","2"
"0.0","4.0","0.0","0.0","0.0","2.0","72.0","9.0","0.0","0.0","2"
"79.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3"
"99.0","21.0","0.0","0.0","0.0","0.0","188.0","42.0","0.0","0.0","4"
"0.0","13.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"12.0","81.0","0.0","0.0","0.0","0.0","51.0","25.0","0.0","0.0","2"
"28.0","51.0","0.0","0.0","0.0","0.0","0.0","0.0","564.0","61.0","2"
"9.0","18.0","26.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","4"
"121.0","28.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","9.0","2"
"165.0","47.0","0.0","0.0","0.0","0.0","0.0","0.0","18.0","1.0","2"
"0.0","10.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"6.0","48.0","0.0","0.0","0.0","0.0","33.0","3.0","0.0","0.0","2"
"228.0","57.0","0.0","0.0","0.0","0.0","47.0","20.0","0.0","0.0","2"
"0.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"0.0","10.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"175.0","5.0","0.0","0.0","0.0","0.0","49.0","5.0","0.0","0.0","2"
"0.0","12.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"0.0","14.0","0.0","0.0","81.0","10.0","61.0","18.0","0.0","0.0","2"
"0.0","5.0","0.0","0.0","0.0","2.0","0.0","0.0","1057.0","14.0","4"
"0.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"30.0","5.0","0.0","0.0","0.0","0.0","133.0","3.0","45.0","7.0","4"
"37.0","5.0","0.0","0.0","0.0","0.0","4.0","5.0","0.0","0.0","2"
"0.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"29.0","9.0","0.0","0.0","0.0","4.0","86.0","38.0","0.0","0.0","2"
"47.0","2.0","0.0","0.0","0.0","0.0","43.0","2.0","0.0","0.0","2"
"0.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"11.0","4.0","0.0","0.0","0.0","1.0","205.0","36.0","0.0","0.0","3"
"161.0","6.0","0.0","0.0","0.0","0.0","16.0","3.0","0.0","0.0","2"
"234.0","32.0","0.0","0.0","492.0","46.0","0.0","0.0","0.0","0.0","4"
"0.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"155.0","33.0","0.0","0.0","116.0","8.0","15.0","6.0","51.0","18.0","2"
"39.0","6.0","20.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","4"
"3.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"141.0","36.0","0.0","0.0","243.0","1.0","11.0","14.0","0.0","0.0","2"
"0.0","9.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"98.0","24.0","0.0","0.0","0.0","0.0","391.0","19.0","0.0","0.0","4"
"7.0","18.0","0.0","0.0","0.0","0.0","176.0","49.0","0.0","0.0","2"
"54.0","17.0","0.0","0.0","87.0","18.0","0.0","0.0","13.0","8.0","2"
"596.0","25.0","0.0","0.0","0.0","0.0","175.0","12.0","31.0","5.0","2"
"70.0","8.0","134.0","6.0","0.0","0.0","37.0","14.0","0.0","0.0","4"
"336.0","10.0","0.0","0.0","0.0","0.0","0.0","0.0","17.0","4.0","2"
"0.0","16.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"28.0","28.0","0.0","0.0","0.0","0.0","70.0","12.0","0.0","0.0","2"
"0.0","7.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"29.0","23.0","0.0","0.0","0.0","0.0","12.0","2.0","0.0","0.0","2"
"4.0","4.0","0.0","0.0","0.0","0.0","16.0","4.0","0.0","2.0","2"
"4.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","91.0","16.0","4"
"28.0","4.0","0.0","0.0","0.0","0.0","98.0","4.0","0.0","0.0","4"
"0.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"34.0","3.0","0.0","0.0","0.0","0.0","19.0","7.0","0.0","0.0","2"
"0.0","17.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"5.0","4.0","141.0","13.0","11.0","2.0","8.0","5.0","0.0","0.0","2"
"49.0","15.0","0.0","0.0","66.0","1.0","5.0","5.0","0.0","0.0","2"
"0.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"153.0","53.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"141.0","3.0","0.0","0.0","0.0","0.0","85.0","5.0","0.0","0.0","4"
"0.0","6.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"28.0","7.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","4"
"4.0","9.0","0.0","0.0","0.0","0.0","0.0","0.0","5.0","6.0","2"
"0.0","37.0","0.0","0.0","698.0","118.0","0.0","0.0","0.0","0.0","4"
"0.0","32.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"282.0","8.0","0.0","0.0","0.0","0.0","421.0","17.0","0.0","0.0","2"
"0.0","12.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"3.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","45.0","69.0","2"
"0.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"24.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"42.0","13.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"281.0","33.0","0.0","0.0","0.0","0.0","0.0","0.0","12.0","2.0","2"
"0.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","11.0","2"
"62.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","5.0","2.0","2"
"0.0","52.0","0.0","0.0","0.0","0.0","0.0","0.0","21.0","30.0","2"
"0.0","10.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"0.0","10.0","0.0","0.0","143.0","11.0","0.0","0.0","0.0","0.0","4"
"61.0","19.0","0.0","0.0","0.0","0.0","117.0","7.0","0.0","0.0","2"
"0.0","4.0","0.0","0.0","96.0","6.0","0.0","0.0","0.0","0.0","4"
"111.0","6.0","0.0","0.0","0.0","0.0","0.0","0.0","62.0","4.0","2"
"0.0","9.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"46.0","8.0","0.0","0.0","121.0","3.0","0.0","0.0","0.0","0.0","4"
"0.0","24.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"0.0","32.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"3.0","9.0","0.0","0.0","37.0","5.0","60.0","2.0","0.0","0.0","2"
"180.0","21.0","0.0","0.0","58.0","6.0","94.0","8.0","0.0","0.0","2"
"0.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"0.0","7.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"148.0","3.0","125.0","3.0","51.0","4.0","38.0","3.0","0.0","0.0","2"
"238.0","28.0","0.0","0.0","0.0","0.0","2.0","4.0","5.0","6.0","2"
"0.0","10.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"0.0","4.0","0.0","0.0","183.0","8.0","0.0","0.0","0.0","0.0","4"
"0.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"139.0","6.0","0.0","0.0","0.0","4.0","0.0","0.0","0.0","0.0","4"
"48.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","34.0","6.0","2"
"184.0","5.0","11.0","7.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"49.0","12.0","0.0","0.0","0.0","0.0","11.0","20.0","0.0","2.0","2"
"266.0","144.0","0.0","4.0","0.0","0.0","0.0","0.0","62.0","80.0","2"
"12.0","14.0","0.0","0.0","0.0","0.0","59.0","3.0","0.0","0.0","2"
"41.0","2.0","7.0","2.0","516.0","32.0","46.0","5.0","4.0","4.0","4"
"0.0","3.0","0.0","0.0","55.0","8.0","0.0","0.0","14.0","7.0","2"
"0.0","4.0","0.0","0.0","138.0","6.0","0.0","0.0","0.0","0.0","4"
"0.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","50.0","8.0","2"
"15.0","9.0","0.0","0.0","0.0","0.0","3.0","2.0","0.0","0.0","4"
"0.0","9.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"0.0","6.0","0.0","0.0","306.0","5.0","0.0","0.0","0.0","0.0","4"
"40.0","22.0","0.0","0.0","0.0","0.0","0.0","0.0","14.0","7.0","2"
"17.0","12.0","0.0","0.0","0.0","0.0","51.0","33.0","0.0","0.0","2"
"60.0","91.0","0.0","0.0","0.0","0.0","0.0","0.0","31.0","2.0","2"
"0.0","15.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"0.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"0.0","9.0","0.0","0.0","138.0","7.0","0.0","0.0","0.0","0.0","4"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4"
"48.0","57.0","176.0","18.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"0.0","18.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"67.0","8.0","74.0","7.0","0.0","0.0","0.0","0.0","0.0","0.0","3"
"4.0","20.0","0.0","0.0","83.0","7.0","0.0","0.0","3.0","2.0","2"
"0.0","3.0","0.0","0.0","260.0","5.0","0.0","0.0","0.0","0.0","4"
"21.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","22.0","4.0","2"
"4.0","2.0","0.0","0.0","0.0","0.0","17.0","5.0","0.0","0.0","2"
"0.0","5.0","0.0","0.0","182.0","9.0","0.0","0.0","84.0","6.0","2"
"0.0","6.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"0.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","15.0","3.0","2"
"294.0","22.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"55.0","29.0","0.0","0.0","6.0","5.0","52.0","142.0","39.0","86.0","2"
"62.0","6.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"0.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"3.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","20.0","13.0","2"
"324.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.0","2"
"115.0","211.0","0.0","0.0","297.0","115.0","0.0","0.0","0.0","0.0","2"
"0.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"0.0","7.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"387.0","7.0","0.0","0.0","128.0","12.0","0.0","0.0","0.0","0.0","4"
"169.0","27.0","0.0","0.0","0.0","0.0","49.0","9.0","99.0","23.0","2"
"417.0","342.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0","3.0","2"
"88.0","5.0","0.0","0.0","0.0","0.0","4.0","4.0","0.0","0.0","2"
"0.0","12.0","0.0","0.0","12.0","2.0","0.0","0.0","0.0","0.0","2"
"0.0","2.0","0.0","0.0","23.0","2.0","0.0","0.0","0.0","0.0","4"
"0.0","22.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"0.0","12.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"100.0","6.0","0.0","0.0","0.0","0.0","0.0","0.0","20.0","1.0","2"
"153.0","11.0","0.0","0.0","428.0","5.0","0.0","0.0","0.0","0.0","2"
"3.0","16.0","518.0","65.0","0.0","0.0","0.0","0.0","0.0","0.0","4"
"1.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4"
"16.0","6.0","49.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","3"
"0.0","12.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"0.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"0.0","4.0","0.0","0.0","341.0","7.0","0.0","0.0","0.0","0.0","4"
"0.0","7.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"374.0","9.0","0.0","3.0","0.0","0.0","35.0","6.0","0.0","0.0","3"
"0.0","9.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"89.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"0.0","15.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"31.0","2.0","0.0","0.0","33.0","8.0","60.0","10.0","0.0","0.0","2"
"2.0","5.0","0.0","0.0","0.0","0.0","71.0","2.0","0.0","0.0","4"
"0.0","11.0","0.0","0.0","168.0","28.0","0.0","0.0","0.0","0.0","2"
"7.0","2.0","0.0","0.0","45.0","4.0","0.0","0.0","0.0","0.0","4"
"0.0","96.0","0.0","0.0","0.0","0.0","101.0","61.0","23.0","41.0","2"
"11.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","4.0","4.0","2"
"27.0","18.0","0.0","0.0","84.0","6.0","0.0","0.0","0.0","0.0","2"
"10.0","13.0","0.0","0.0","76.0","9.0","0.0","0.0","0.0","0.0","2"
"11.0","3.0","0.0","0.0","0.0","0.0","48.0","4.0","0.0","0.0","2"
"9.0","10.0","0.0","0.0","0.0","0.0","124.0","7.0","0.0","0.0","2"
"38.0","20.0","0.0","0.0","115.0","10.0","0.0","0.0","0.0","0.0","4"
"366.0","9.0","0.0","0.0","0.0","0.0","0.0","0.0","6.0","12.0","2"
"0.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"0.0","13.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"195.0","16.0","0.0","0.0","39.0","10.0","22.0","14.0","0.0","0.0","2"
"53.0","6.0","0.0","0.0","0.0","0.0","215.0","15.0","0.0","0.0","2"
"0.0","9.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"33.0","14.0","84.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","4"
"0.0","37.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"0.0","7.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"0.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"5.0","12.0","0.0","0.0","37.0","2.0","32.0","4.0","36.0","14.0","2"
"19.0","7.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"202.0","54.0","0.0","0.0","0.0","0.0","19.0","24.0","14.0","10.0","2"
"1.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"0.0","17.0","0.0","0.0","154.0","5.0","0.0","0.0","0.0","0.0","2"
"9.0","32.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"4.0","25.0","0.0","0.0","0.0","0.0","0.0","0.0","48.0","26.0","2"
"0.0","36.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"0.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"6.0","9.0","0.0","0.0","0.0","0.0","140.0","41.0","31.0","27.0","2"
"0.0","13.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"13.0","56.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"128.0","9.0","0.0","0.0","0.0","0.0","0.0","2.0","34.0","7.0","2"
"27.0","24.0","0.0","0.0","0.0","0.0","0.0","0.0","13.0","2.0","2"
"1.0","18.0","0.0","0.0","3.0","4.0","0.0","0.0","0.0","0.0","2"
"0.0","21.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"7.0","28.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.0","4"
"0.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"0.0","0.0","12.0","10.0","6.0","7.0","357.0","12.0","0.0","0.0","4"
"85.0","8.0","0.0","0.0","0.0","0.0","154.0","5.0","0.0","0.0","4"
"99.0","4.0","0.0","0.0","1.0","23.0","0.0","5.0","0.0","6.0","2"
"14.0","17.0","0.0","0.0","35.0","13.0","0.0","0.0","90.0","27.0","2"
"203.0","13.0","0.0","0.0","0.0","0.0","0.0","0.0","165.0","16.0","2"
"22.0","27.0","8.0","2.0","0.0","0.0","131.0","28.0","24.0","43.0","4"
"29.0","5.0","0.0","0.0","0.0","0.0","68.0","17.0","0.0","0.0","2"
"1004.0","14.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4"
"92.0","10.0","0.0","0.0","0.0","0.0","80.0","22.0","0.0","0.0","2"
"5.0","4.0","0.0","0.0","2.0","3.0","0.0","0.0","129.0","26.0","2"
"0.0","13.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"0.0","9.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"142.0","11.0","0.0","0.0","0.0","0.0","0.0","0.0","46.0","5.0","2"
"0.0","3.0","0.0","0.0","67.0","2.0","27.0","7.0","0.0","0.0","2"
"0.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"7.0","6.0","0.0","0.0","0.0","0.0","0.0","0.0","18.0","8.0","2"
"217.0","2.0","0.0","0.0","159.0","5.0","0.0","0.0","0.0","0.0","4"
"119.0","7.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"104.0","16.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"25.0","7.0","0.0","0.0","21.0","10.0","0.0","0.0","0.0","0.0","2"
"0.0","8.0","0.0","0.0","37.0","1.0","0.0","0.0","97.0","11.0","2"
"47.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"0.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"0.0","9.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"4.0","18.0","0.0","0.0","0.0","0.0","0.0","0.0","25.0","1.0","2"
"153.0","14.0","0.0","0.0","233.0","11.0","72.0","6.0","0.0","0.0","2"
"32.0","11.0","0.0","0.0","0.0","0.0","88.0","91.0","5.0","1.0","2"
"22.0","28.0","0.0","0.0","85.0","7.0","0.0","0.0","0.0","0.0","4"
"8.0","4.0","0.0","0.0","106.0","9.0","0.0","0.0","0.0","0.0","2"
"129.0","16.0","0.0","0.0","0.0","0.0","24.0","20.0","0.0","0.0","2"
"192.0","4.0","0.0","0.0","0.0","0.0","450.0","6.0","136.0","7.0","2"
"9.0","1.0","23.0","3.0","0.0","0.0","5.0","8.0","0.0","0.0","2"
"0.0","16.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"0.0","17.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"56.0","25.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"21.0","17.0","0.0","0.0","0.0","0.0","46.0","8.0","0.0","0.0","2"
"59.0","17.0","0.0","0.0","0.0","0.0","0.0","0.0","55.0","10.0","2"
"10.0","24.0","0.0","0.0","0.0","0.0","0.0","6.0","0.0","0.0","4"
"29.0","6.0","28.0","3.0","50.0","3.0","0.0","1.0","70.0","11.0","2"
"45.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","7.0","7.0","2"
"6.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","104.0","3.0","2"
"6.0","9.0","0.0","0.0","0.0","0.0","0.0","0.0","40.0","11.0","2"
"0.0","16.0","0.0","0.0","21.0","3.0","0.0","0.0","0.0","0.0","4"
"0.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"0.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"0.0","15.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"8.0","2.0","0.0","0.0","0.0","0.0","32.0","4.0","0.0","0.0","2"
"0.0","13.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"175.0","15.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"0.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"141.0","1.0","0.0","0.0","63.0","7.0","0.0","0.0","0.0","0.0","4"
"47.0","22.0","0.0","0.0","306.0","43.0","2.0","2.0","103.0","12.0","2"
"40.0","24.0","0.0","0.0","0.0","0.0","197.0","11.0","22.0","4.0","2"
"16.0","32.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"45.0","57.0","0.0","0.0","0.0","0.0","26.0","21.0","0.0","0.0","2"
"209.0","21.0","0.0","0.0","0.0","0.0","19.0","11.0","0.0","0.0","2"
"13.0","10.0","0.0","0.0","0.0","0.0","34.0","1.0","0.0","0.0","2"
"121.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3"
"4.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"24.0","4.0","0.0","0.0","0.0","0.0","14.0","1.0","2.0","2.0","2"
"30.0","1.0","0.0","0.0","0.0","0.0","5.0","5.0","0.0","0.0","2"
"145.0","32.0","0.0","0.0","0.0","0.0","26.0","6.0","0.0","0.0","2"
"0.0","6.0","0.0","0.0","0.0","0.0","11.0","2.0","84.0","12.0","2"
"0.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"103.0","7.0","0.0","0.0","69.0","13.0","0.0","3.0","4.0","8.0","2"
"28.0","3.0","0.0","0.0","0.0","0.0","17.0","10.0","0.0","0.0","2"
"79.0","8.0","0.0","0.0","85.0","10.0","0.0","0.0","0.0","0.0","4"
"46.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","9.0","2"
"0.0","16.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"0.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4"
"190.0","20.0","0.0","0.0","0.0","0.0","44.0","7.0","0.0","0.0","2"
"0.0","36.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2"
"9.0","10.0","0.0","0.0","109.0","17.0","14.0","3.0","0.0","0.0","3"
"56.0","1.0","0.0","0.0","0.0","0.0","55.0","5.0","0.0","0.0","3"
"0.0","1.0","0.0","0.0","49.0","5.0","378.0","25.0","0.0","0.0","2"
"0.0","10.0","0.0","0.0","0.0","0.0","0.0","0.0","6.0","2.0","2"
